ctag	ch	ch_female
stats_MostYellows	多数黄牌	多数黄牌
stats_Played	玩过	玩过
stats_StarPlayer	明星球员	明星球员
stats_TopScorer	最佳射手	最佳射手
stats_TransfersIn	汇入	汇入
stats_TransfersOut	转出	转出
stats_WinPercentage	胜率	胜率
stats_Won	韩元	韩元
stats_YouthSigned	青年球员签约	青年球员签约
Status	状态	状态
status_Banned	禁止	禁止
status_FirstTeam	第一队	第一队
status_FreeAgent	免费代理	免费代理
status_Injured	受伤的	受伤的
status_Raw	生的	生的
status_Reserve	保留	保留
status_Retired	退役	退役
status_Retiring	退役	退役
status_Rookie	菜鸟	菜鸟
status_ScoutProspect	侦查	侦查
status_Sub	潜艇	潜艇
status_YouthProspect	[XXX]UNSIGNED YOUTH	[XXX]UNSIGNED YOUTH
statusInfo_BannedMatch	暂停.将错过下一场比赛.	暂停.将错过下一场比赛.
statusInfo_BannedMatches	暂停.将错过下一个$num比赛.	暂停.将错过下一个$num比赛.
statusInfo_ContractExpiring	合同即将到期.	合同即将到期.
statusInfo_InjuredMatch	受伤.将错过下一场比赛（$injurytype）.	受伤.将错过下一场比赛（$injurytype）.
statusInfo_InjuredMatches	受伤.将错过下一个$num比赛（$injurytype）.	受伤.将错过下一个$num比赛（$injurytype）.
statusInfo_Retired	退休了.	退休了.
statusInfo_Retiring	合同到期时退休.	合同到期时退休.
statusInfo_RetiringSeason	在赛季结束时退休.	在赛季结束时退休.
statusInfo_RookieAppsRemaining	需要多出$num次才能失去菜鸟状态.	需要多出$num次才能失去菜鸟状态.
statusInfo_DaysUntilBirthday	在$num天内转化成$age .	在$num天内转化成$age .
statusInfo_UnderOffer	低于报价	低于报价
store_Buy	购买	购买
store_Description	描述	描述
store_Item	项目	项目
store_Price	价钱	价钱
Strength	强度	强度
Substitute	替代	替代
Substitutes	替代品	替代品
Success	成功	成功
SUCCESS!	成功!	成功!
Tactics	策略	策略
		
Team	球队	球队
Team Energy	团队精神	团队精神
Team Happiness	团队幸福	团队幸福
Team Rating	团队评价	团队评价
team_1stTeam	第一队	第一队
team_Reserves	储备金	储备金
team_SubsRes	潜艇&备用	潜艇&备用
team_Substitutes	替代品	替代品
team_YouthProspect	[XXX]Youth Prospect	[XXX]Youth Prospect
Teams	队伍	队伍
teamtalk_EnergyBoost	能量提升	能量提升
teamtalk_Instructions	避免¬#DD101060¬¬o：#DD101060¬RED¬s¬评论!	避免¬#DD101060¬¬o：#DD101060¬RED¬s¬评论!
teamtalk_TeamTalk	团队谈话	团队谈话
TeamTalkDescription	进行团队谈话	进行团队谈话
Technique	技术	技术
TICKER_BANNEDPLAYERS	当前被禁球员：	当前被禁球员：
TICKER_CLUBFORM	您最近一次比赛的当前表格：$form	您最近一次比赛的当前表格：$form
TICKER_INJUREDPLAYERS	目前受伤的球员：	目前受伤的球员：
TICKER_LEAGUEPOSITION	当前位置：$comp中的$pos	当前位置：$comp中的$pos
TICKER_NEXTMATCH	下一场比赛：（$competition-周 $week）$hometeam v $awayteam	下一场比赛：（$competition-周 $week）$hometeam v $awayteam
TICKER_REL_BOARD	您的董事会满意度为$num	您的董事会满意度为$num
TICKER_REL_FANS	粉丝的幸福感是$num	粉丝的幸福感是$num
TICKER_REL_PRESS	您的媒体关系是$num	您的媒体关系是$num
TICKER_REL_SPONSOR	您的赞助商关系为$num	您的赞助商关系为$num
TICKER_RELATIONSHIPS	当前关系：董事会：$board％粉丝：$fans％媒体：$press％赞助商：$sponsors％	当前关系：董事会：$board％粉丝：$fans％媒体：$press％赞助商：$sponsors％
TICKER_TRANSFERWINDOW_CLOSESNEXTMATCH	下一场比赛结束后，传输窗口关闭	下一场比赛结束后，传输窗口关闭
TICKER_TRANSFERWINDOW_CLOSESXMATCHES	传输窗口在$num个匹配项中关闭	传输窗口在$num个匹配项中关闭
TICKER_TRANSFERWINDOW_OPENSNEXTMATCH	下一场比赛结束后，“传送窗口”打开	下一场比赛结束后，“传送窗口”打开
TICKER_TRANSFERWINDOW_OPENSNEXTSEASON	转移窗口将于下个赛季打开	转移窗口将于下个赛季打开
TICKER_TRANSFERWINDOW_OPENSXMATCHES	传输窗口在$num个匹配项中打开	传输窗口在$num个匹配项中打开
		
Title_DailyReward_Bux_500	500桶	500桶
Title_DailyReward_Bux_1000	1,000桶	1,000桶
Title_DailyReward_Bux_10000	10,000桶	10,000桶
Title_DailyReward_Energy_Cards	1 x NRG卡	1 x NRG卡
Title_DailyReward_Attack_Pack	1 x攻击者	1 x攻击者
Title_DailyReward_Coaching_Pack	1 x教练	1 x教练
Title_DailyReward_Defence_Pack	1 x防御者	1 x防御者
Title_DailyReward_Goalie_Pack	1 x守门员	1 x守门员
Title_DailyReward_Management_Pack	1 x经理卡	1 x经理卡
Title_DailyReward_Midfield_Pack	1 x中场	1 x中场
Title_DailyReward_3Retries	3次重试	3次重试
Title_DailyReward_Teamtalk_Cards	1 x团队谈话卡	1 x团队谈话卡
		
tla_Age	年龄	年龄
tla_Aggregate	银	银
tla_Appearances	应用	应用
tla_Assists	助攻	助攻
tla_Attacker	TO	TO
tla_AverageRating	[XXX]AvgRat	[XXX]AvgRat
tla_CoachingYouth	亲爱的	亲爱的
tla_ContractRemaining	雷姆	雷姆
tla_Corner	Crn	Crn
tla_Defender	防御	防御
tla_Ego	自我	自我
tla_Energy	恩	恩
tla_facilities_Level	等级	等级
tla_Fitness	适合	适合
tla_FitnessPoints	适合点数	适合点数
tla_Flamboyance	弗拉	弗拉
tla_Form	阵型	阵型
tla_FreeKick	思念	思念
tla_FurthestGoal	F目标	F目标
tla_FurthestPass	F通行证	F通行证
tla_GoalDifference	GD	GD
tla_Goalkeeper	GK	GK
tla_Goals	目标	目标
tla_Happiness	步	步
tla_HatTricks	帽子戏法	帽子戏法
tla_Info	信息	信息
tla_Intelligence	整数	整数
tla_International	整数	整数
tla_MatchesPlayed	ld	ld
tla_Metre	米	米
tla_Metres	米	米
tla_Midfielder	中	中
tla_Minute	我	我
tla_Minutes	分钟	分钟
tla_Passes	通行证	通行证
tla_Penalties	钢笔	钢笔
tla_Penalty	钢笔	钢笔
tla_permatch	下午	下午
tla_Played	ld	ld
tla_Points	分	分
tla_Position	位置	位置
tla_PreferredPosition	首选	首选
tla_Rating	[XXX]Rat	[XXX]Rat
tla_scoutRange	颜色	颜色
tla_Selection	细胞	细胞
tla_Side	侧	侧
tla_Skill	股票	股票
tla_SkillPoints	点数	点数
tla_Skills	股票	股票
tla_skilltype_Agility	代理	代理
tla_skilltype_Dribbling	德宝	德宝
tla_skilltype_Handling	洪德	洪德
tla_skilltype_Pace	PAC	PAC
tla_skilltype_Passing	没有啦	没有啦
tla_skilltype_Reflexes	参考	参考
tla_skilltype_Shooting	星期六	星期六
tla_skilltype_Strength	力量	力量
tla_skilltype_Tackling	ck	ck
tla_skilltype_Technique	技术	技术
tla_Speed	速度	速度
tla_stadiumcapacity	帽	帽
tla_StarMan	M星	M星
tla_Substitutes	潜艇	潜艇
tla_TacticalPosition	位置	位置
tla_Teamwork	你好	你好
tla_TeamWorkPoints	TmW点	TmW点
tla_Value	值	值
tla_Wage	工资	工资
tla_Week	周	周
tla_Yard	码	码
tla_Yards	码	码
tla_Year	年	年
tla_Years	年	年
tla_YearWeek	依此类推	依此类推
tlacompetition_Friendly	FRN	FRN
Total Cash	总现金	总现金
Total Per Match	每场比赛总数	每场比赛总数
tournament_exit	出口	出口
tournament_Final	最后	最后
tournament_QuarterFinal	四分之一决赛	四分之一决赛
tournament_Round	回合	回合
tournament_SemiFinal	半决赛	半决赛
tournament_Stage	阶段	阶段
trait_Adaptable	适应性强	适应性强
trait_BoxToBox	盒对盒	盒对盒
trait_Calmness	平静	平静
trait_Chopper	斩波器	斩波器
trait_Commander	指挥官	指挥官
trait_DeadBallSpecialist	死球专家	死球专家
trait_Demanding	苛刻	苛刻
trait_Diver	潜水员	潜水员
trait_FoxInTheBox	盒子里的狐狸	盒子里的狐狸
trait_Fragile	脆弱	脆弱
trait_GameChanger	改变游戏规则	改变游戏规则
trait_GameFace	游戏面	游戏面
trait_Loyalty	忠诚	忠诚
trait_Maestro	大师	大师
trait_MidfieldGeneral	中场将军	中场将军
trait_None	没有	没有
trait_Playmaker	游戏制作人	游戏制作人
trait_Recovery	复苏	复苏
trait_RedMist	红雾	红雾
trait_SickNote	请假条	请假条
trait_SuperSub	超级子	超级子
trait_TargetMan	目标人物	目标人物
trait_Vision	视力	视力
trait_Unbreakable	牢不可破	牢不可破
trait_BenchWarmer	台式取暖器	台式取暖器
trait_Likeable	可喜的	可喜的
trait_Lazy	懒	懒
traitdesc_Adaptable	发挥位置时对能力/能量的影响较小	发挥位置时对能力/能量的影响较小
traitdesc_BoxToBox	从中场获得进攻机会	从中场获得进攻机会
traitdesc_Calmness	踢球时减慢时间	踢球时减慢时间
traitdesc_Chopper	更容易发黄	更容易发黄
traitdesc_Commander	提高后卫的攻击能力	提高后卫的攻击能力
traitdesc_DeadBallSpecialist	套装时的技术提升	套装时的技术提升
traitdesc_Demanding	合同需求成本增加20％	合同需求成本增加20％
traitdesc_Diver	会尝试使裁判犯规（可能会受到处罚，但可能会因跳水而发黄）	会尝试使裁判犯规（可能会受到处罚，但可能会因跳水而发黄）
traitdesc_FoxInTheBox	在惩罚框中获得机会	在惩罚框中获得机会
traitdesc_Fragile	受伤几率更高	受伤几率更高
traitdesc_GameChanger	失败时能力提升	失败时能力提升
traitdesc_GameFace	幸福对比赛成绩没有影响	幸福对比赛成绩没有影响
traitdesc_Loyalty	合同延期费用降低20％	合同延期费用降低20％
traitdesc_Maestro	似乎比其他球员有更多的上场时间	似乎比其他球员有更多的上场时间
traitdesc_MidfieldGeneral	增强中场球员的进攻能力	增强中场球员的进攻能力
traitdesc_None	这个球员没有特质	这个球员没有特质
traitdesc_Playmaker	传球给处于良好位置的前锋	传球给处于良好位置的前锋
traitdesc_Recovery	在两半之间获得小的能量提升	在两半之间获得小的能量提升
traitdesc_RedMist	被发送的可能性更大	被发送的可能性更大
traitdesc_SickNote	受伤需要更长的时间才能治愈	受伤需要更长的时间才能治愈
traitdesc_SuperSub	参加小组比赛后通常会获得机会	参加小组比赛后通常会获得机会
traitdesc_TargetMan	很好地把握住进攻机会	很好地把握住进攻机会
traitdesc_Vision	可以发现越位球员	可以发现越位球员
traitdesc_Unbreakable	永不受伤	永不受伤
traitdesc_BenchWarmer	很高兴成为一名替补球员	很高兴成为一名替补球员
traitdesc_Likeable	与大家的朋友	与大家的朋友
traitdesc_Lazy	较高的工作率设置对他没有影响	较高的工作率设置对他没有影响
Transfer Market	转会市场	转会市场
transfer_AcceptOffer	接受报价	接受报价
transfer_AwaitingBids	等待投标	等待投标
transfer_BestOffer	最好的报价	最好的报价
transfer_BiddingEnded	竞标结束	竞标结束
transfer_BuyPlayer	购买播放器	购买播放器
transfer_EstimatedValue	估计的价值	估计的价值
transfer_FailedToSell	出售失败	出售失败
transfer_SoldFor	出售	出售
transfer_OfferIncreased	$clubname将报价提高到$amount	$clubname将报价提高到$amount
transfer_OfferMade	$clubname提供了$amount	$clubname提供了$amount
transfer_OfferWithdrawn	$clubname撤回了报价	$clubname撤回了报价
transfer_PlayerSold	$playername以$amount的价格卖给$clubname	$playername以$amount的价格卖给$clubname
transfer_Price	价钱	价钱
transfer_Release	发布	发布
transfer_Sell	卖	卖
transfer_SellPlayer	卖球员	卖球员
transfer_Sign	标志	标志
transfer_StartBidding	开始竞标	开始竞标
transfer_Success	接受出价	接受出价
transfer_Value	值	值
transferWindowStatus_Closed	关闭	关闭
transferWindowStatus_ClosesNextMatch	关闭下一场比赛	关闭下一场比赛
transferWindowStatus_ClosesXMatches	在$num个比赛中结束	在$num个比赛中结束
transferWindowStatus_Open	打开	打开
transferWindowStatus_OpensNextSeason	下个季节开放	下个季节开放
transferWindowStatus_OpensXMatches	在$num个比赛中开启	在$num个比赛中开启
Trophies	奖杯	奖杯
Trophy	杯	杯
Troublemaker	麻烦制造者	麻烦制造者
troublemaker_Occasionally	有时会遇到麻烦.	有时会遇到麻烦.
troublemaker_Often	麻烦制造者.	麻烦制造者.
troublemaker_Rare	很少遇到麻烦.	很少遇到麻烦.
troublemaker_Unlikely	不太可能引起麻烦.	不太可能引起麻烦.
tvbonus_None	没有	没有
TWEET_FAN_HIGHSCORING1	多么相配!	多么相配!
TWEET_FAN_HIGHSCORING10	一场精彩的足球比赛!	一场精彩的足球比赛!
TWEET_FAN_HIGHSCORING11	多么有趣的比赛!	多么有趣的比赛!
TWEET_FAN_HIGHSCORING12	顶级抽屉娱乐系统!	顶级抽屉娱乐系统!
TWEET_FAN_HIGHSCORING13	对联盟来说是个好广告!	对联盟来说是个好广告!
TWEET_FAN_HIGHSCORING2	很棒的游戏!	很棒的游戏!
TWEET_FAN_HIGHSCORING3	多么一场足球比赛!	多么一场足球比赛!
TWEET_FAN_HIGHSCORING4	端到端的东西!	端到端的东西!
TWEET_FAN_HIGHSCORING5	一场激动人心的足球比赛!	一场激动人心的足球比赛!
TWEET_FAN_HIGHSCORING6	一场了不起的比赛!	一场了不起的比赛!
TWEET_FAN_HIGHSCORING7	精彩的游戏!	精彩的游戏!
TWEET_FAN_HIGHSCORING8	适当的目标巨星!	适当的目标巨星!
TWEET_FAN_HIGHSCORING9	真正精彩的足球比赛!	真正精彩的足球比赛!
TWEET_FAN_LOSS_EXTRATIME1	我认为我们本来可以在点球大战中胜出的.小伙子们无法坚持.	我认为我们本来可以在点球大战中胜出的.小伙子们无法坚持.
TWEET_FAN_LOSS_EXTRATIME2	这种可怕的感觉，在多余的时间里就失去了.	这种可怕的感觉，在多余的时间里就失去了.
TWEET_FAN_LOSS_EXTRATIME3	我非常期待处罚.	我非常期待处罚.
TWEET_FAN_LOSS_EXTRATIME4	小伙子们精疲力尽，失去了多余的时间.	小伙子们精疲力尽，失去了多余的时间.
TWEET_FAN_LOSS_EXTRATIME5	我们不应该再浪费时间.	我们不应该再浪费时间.
TWEET_FAN_LOSS_EXTRATIME6	没想到会在多余的时间内丢失它.	没想到会在多余的时间内丢失它.
TWEET_FAN_LOSS_NOSHOCK1	我们今天奋战了.	我们今天奋战了.
TWEET_FAN_LOSS_NOSHOCK10	今天不幸但可预期的结果.	今天不幸但可预期的结果.
TWEET_FAN_LOSS_NOSHOCK2	倒霉的小伙子们.	倒霉的小伙子们.
TWEET_FAN_LOSS_NOSHOCK3	今天输了不要丢脸.	今天输了不要丢脸.
TWEET_FAN_LOSS_NOSHOCK4	并非如此.	并非如此.
TWEET_FAN_LOSS_NOSHOCK5	男孩们的努力.	男孩们的努力.
TWEET_FAN_LOSS_NOSHOCK6	只是不是我们的日子.	只是不是我们的日子.
TWEET_FAN_LOSS_NOSHOCK7	我们应该为此感到骄傲.	我们应该为此感到骄傲.
TWEET_FAN_LOSS_NOSHOCK8	今天的努力.	今天的努力.
TWEET_FAN_LOSS_NOSHOCK9	小伙子们的英勇努力.	小伙子们的英勇努力.
TWEET_FAN_LOSS_PENALTIES1	我简直不敢相信我们会受到惩罚.	我简直不敢相信我们会受到惩罚.
TWEET_FAN_LOSS_PENALTIES10	我们应该在枪战中做得更好.	我们应该在枪战中做得更好.
